Date,Filetype,tsnr,SAR,AcquisitionTime,TxRefAmp,SoftwareVersions,CSV,RepetitionTime,Shim1,Shim2,Shim3,Shim4,Shim5,Shim6,Shim7,Shim8,IOPD1,IOPD2,IOPD3,IOPD4,IOPD5,IOPD6
20180122,task-rest_acq-p2_bold.json,251.45748901367188,0.0558661,52958,233.036,syngo_MR_E11,v1.0.20171215 (OpenJPEG build) GCC6.3.0,2,4145,-7685,-7514,348,-51,-206,-69,70,0.987889,0.154909,0.00883895,-0.15011,0.939761,0.307109
20180122,task-rest_acq-p2Xs4X35mm_bold.json,258.849853515625,0.0210073,53373,233.036,syngo_MR_E11,v1.0.20171215 (OpenJPEG build) GCC6.3.0,2,4145,-7686,-7513,344,-51,-206,-67,69,0.987889,0.154909,0.00883895,-0.15011,0.939761,0.307109
20180129,task-rest_acq-p2_bold.json,212.9558868408203,0.0556553,35973,235.564,syngo_MR_E11,v1.0.20171215 (OpenJPEG build) GCC6.3.0,2,4145,-7685,-7507,299,-50,-171,-94,53,0.987448,-0.155738,-0.0263127,0.15622,0.93846,0.308039
20180129,task-rest_acq-p2Xs4X35mm_bold.json,219.63021850585938,0.020928,36388,235.564,syngo_MR_E11,v1.0.20171215 (OpenJPEG build) GCC6.3.0,2,4145,-7685,-7507,293,-51,-174,-94,52,0.987448,-0.155738,-0.0263127,0.15622,0.93846,0.308039
20180205,task-rest_acq-p2_bold.json,228.63250732421875,0.0657151,36389,231.349,syngo_MR_E11,v1.0.20171215 (OpenJPEG build) GCC6.3.0,2,4143,-7693,-7495,344,-84,-144,-65,89,0.989134,-0.146961,0.00411219,0.13831,0.939661,0.312902
20180205,task-rest_acq-p2Xs4X35mm_bold.json,233.71676635742188,0.0247108,36804,231.349,syngo_MR_E11,v1.0.20171215 (OpenJPEG build) GCC6.3.0,2,4143,-7693,-7494,337,-84,-144,-65,88,0.989134,-0.146961,0.00411219,0.13831,0.939661,0.312902
20180212,task-rest_acq-p2_bold.json,264.14013671875,0.0476024,32164,230.705,syngo_MR_E11,v1.0.20171215 (OpenJPEG build) GCC6.3.0,2,4146,-7687,-7518,306,-41,-239,-49,56,0.98624,0.165115,0.00827251,-0.159559,0.937574,0.309024
20180212,task-rest_acq-p2Xs4X35mm_bold.json,272.2427978515625,0.0178999,32578,230.705,syngo_MR_E11,v1.0.20171215 (OpenJPEG build) GCC6.3.0,2,4146,-7688,-7518,305,-42,-238,-45,56,0.98624,0.165115,0.00827251,-0.159559,0.937574,0.309024
20180219,task-rest_acq-p2_bold.json,260.69134521484375,0.0555767,34375,229.376,syngo_MR_E11,v1.0.20171215 (OpenJPEG build) GCC6.3.0,2,4144,-7691,-7504,312,-44,-96,-77,56,0.986055,0.166158,0.0092961,-0.160943,0.937918,0.307259
20180219,task-rest_acq-p2Xs4X35mm_bold.json,253.28738403320312,0.0208985,34790,229.376,syngo_MR_E11,v1.0.20171215 (OpenJPEG build) GCC6.3.0,2,4144,-7691,-7504,311,-45,-97,-75,56,0.986055,0.166158,0.0092961,-0.160943,0.937918,0.307259
20180226,task-rest_acq-p2_bold.json,250.7913818359375,0.0557505,32127,232.82,syngo_MR_E11,v1.0.20171215 (OpenJPEG build) GCC6.3.0,2,4148,-7699,-7526,303,-31,-123,-71,22,0.978106,0.207907,0.00909286,-0.200776,0.931266,0.304028
20180226,task-rest_acq-p2Xs4X35mm_bold.json,261.24285888671875,0.0209638,32542,232.82,syngo_MR_E11,v1.0.20171215 (OpenJPEG build) GCC6.3.0,2,4148,-7699,-7524,291,-30,-118,-71,22,0.978106,0.207907,0.00909286,-0.200776,0.931266,0.304028
20180305,task-rest_acq-p2_bold.json,247.0389862060547,0.0556603,32831,229.223,syngo_MR_E11,v1.0.20171215 (OpenJPEG build) GCC6.3.0,2,4143,-7699,-7526,327,-25,-155,-26,41,0.982781,0.184156,0.0151204,-0.180197,0.937111,0.298919
20180305,task-rest_acq-p2XB0shimXadvanced_bold.json,278.09539794921875,0.0556603,35567,229.223,syngo_MR_E11,v1.0.20171215 (OpenJPEG build) GCC6.3.0,2,4140,-7687,-7526,309,-26,-20,-57,39,0.982781,0.184156,0.0151204,-0.180197,0.937111,0.298919
20180305,task-rest_acq-p2Xs4X35mm_bold.json,271.68939208984375,0.0209299,33246,229.223,syngo_MR_E11,v1.0.20171215 (OpenJPEG build) GCC6.3.0,2,4144,-7699,-7525,322,-27,-152,-23,40,0.982781,0.184156,0.0151204,-0.180197,0.937111,0.298919
20180312,task-rest_acq-p2_bold.json,216.63816833496094,0.0557232,33637,232.269,syngo_MR_E11,v1.0.20171215 (OpenJPEG build) GCC6.3.0,2,4144,-7688,-7522,308,-31,-146,-43,69,0.984883,0.172752,0.0127562,-0.168526,0.938546,0.301214
20180312,task-rest_acq-p2Xs4X35mm_bold.json,235.4435272216797,0.0209535,34051,232.269,syngo_MR_E11,v1.0.20171215 (OpenJPEG build) GCC6.3.0,2,4144,-7688,-7522,306,-31,-150,-40,67,0.984883,0.172752,0.0127562,-0.168526,0.938546,0.301214
20180319,task-rest_acq-p2_bold.json,149.78875732421875,0.0558072,34671,227.849,syngo_MR_E11,v1.0.20171215 (OpenJPEG build) GCC6.3.0,2,4146,-7700,-7527,267,-77,-186,5,94,0.983843,-0.179031,0.00113234,0.17047,0.938691,0.299664
20180319,task-rest_acq-p2Xs4X35mm_bold.json,193.12911987304688,0.0209851,35086,227.849,syngo_MR_E11,v1.0.20171215 (OpenJPEG build) GCC6.3.0,2,4145,-7700,-7526,266,-77,-185,8,92,0.983843,-0.179031,0.00113234,0.17047,0.938691,0.299664
20180326,task-rest_acq-p2_bold.json,249.1875,0.0556658,33668,230.03,syngo_MR_E11,v1.0.20171215 (OpenJPEG build) GCC6.3.0,2,4151,-7699,-7529,283,-28,-170,2,84,0.979581,0.200691,0.0120055,-0.195206,0.935119,0.295714
20180326,task-rest_acq-p2Xs4X35mm_bold.json,282.5599670410156,0.020932,34083,230.03,syngo_MR_E11,v1.0.20171215 (OpenJPEG build) GCC6.3.0,2,4152,-7699,-7529,281,-27,-172,3,83,0.979581,0.200691,0.0120055,-0.195206,0.935119,0.295714
20180405,task-rest_acq-p2_bold.json,230.26663208007812,0.0556849,36447,231.664,syngo_MR_E11,v1.0.20171215 (OpenJPEG build) GCC6.3.0,2,4148,-7684,-7513,270,-36,-244,-64,88,0.99994,0.00870903,0.00660416,-0.0102972,0.953236,0.302052
20180405,task-rest_acq-p2Xs4X35mm_bold.json,246.2472381591797,0.0209391,36862,231.664,syngo_MR_E11,v1.0.20171215 (OpenJPEG build) GCC6.3.0,2,4148,-7684,-7513,271,-34,-249,-60,87,0.99994,0.00870903,0.00660416,-0.0102972,0.953236,0.302052
20180409,task-rest_acq-p2_bold.json,256.47735595703125,0.0556964,31741,229.727,syngo_MR_E11,v1.0.20171215 (OpenJPEG build) GCC6.3.0,2,4144,-7696,-7524,231,-81,-199,7,60,0.999053,-0.0434764,0.00158063,0.0399514,0.931222,0.362256
20180409,task-rest_acq-p2Xs4X35mm_bold.json,274.6336364746094,0.0209435,32155,229.727,syngo_MR_E11,v1.0.20171215 (OpenJPEG build) GCC6.3.0,2,4144,-7696,-7523,228,-80,-196,6,56,0.999053,-0.0434764,0.00158063,0.0399514,0.931222,0.362256
20180416,task-rest_acq-p2_bold.json,219.75930786132812,0.0558498,35131,232.243,syngo_MR_E11,v1.0.20171215 (OpenJPEG build) GCC6.3.0,2,4144,-7687,-7522,265,-75,-122,-33,60,0.984285,-0.176565,0.00288307,0.167363,0.937947,0.303718
20180416,task-rest_acq-p2Xs4X35mm_bold.json,241.57589721679688,0.0210011,35547,232.243,syngo_MR_E11,v1.0.20171215 (OpenJPEG build) GCC6.3.0,2,4144,-7687,-7521,265,-74,-127,-33,58,0.984285,-0.176565,0.00288307,0.167363,0.937947,0.303718
20180423,task-rest_acq-p2_bold.json,153.27215576171875,0.0555863,35046,230.27,syngo_MR_E11,v1.0.20171215 (OpenJPEG build) GCC6.3.0,2,4150,-7692,-7515,244,4,-232,-49,76,0.981206,0.192673,0.0105745,-0.18682,0.934825,0.301994
20180423,task-rest_acq-p2Xs4X35mm_bold.json,212.19342041015625,0.0209021,35461,230.27,syngo_MR_E11,v1.0.20171215 (OpenJPEG build) GCC6.3.0,2,4150,-7692,-7516,243,1,-244,-49,77,0.981206,0.192673,0.0105745,-0.18682,0.934825,0.301994
20180426,task-rest_acq-p2_bold.json,270.7474365234375,0.0476398,32912,231.226,syngo_MR_E11,v1.0.20171215 (OpenJPEG build) GCC6.3.0,2,4147,-7689,-7521,258,-22,-194,-45,67,0.984971,0.172347,0.0113388,-0.16748,0.93698,0.306625
20180426,task-rest_acq-p2Xs4X35mm_bold.json,280.0087585449219,0.0179139,33327,231.226,syngo_MR_E11,v1.0.20171215 (OpenJPEG build) GCC6.3.0,2,4147,-7690,-7522,260,-24,-201,-45,67,0.984971,0.172347,0.0113388,-0.16748,0.93698,0.306625
20180430,task-rest_acq-p2_bold.json,261.3983154296875,0.0555771,31743,232.198,syngo_MR_E11,v1.0.20171215 (OpenJPEG build) GCC6.3.0,2,4145,-7688,-7505,291,-65,-193,-62,44,0.98467,0.174064,0.0112958,-0.16902,0.936127,0.308381
20180430,task-rest_acq-p2Xs4X35mm_bold.json,253.9017333984375,0.0208986,32158,232.198,syngo_MR_E11,v1.0.20171215 (OpenJPEG build) GCC6.3.0,2,4145,-7689,-7505,290,-64,-191,-59,44,0.98467,0.174064,0.0112958,-0.16902,0.936127,0.308381
20180507,task-rest_acq-p2_bold.json,246.56344604492188,0.0555812,37572,233.584,syngo_MR_E11,v1.0.20171215 (OpenJPEG build) GCC6.3.0,2,4146,-7690,-7516,343,-73,-140,-61,77,0.994142,-0.107872,0.00670429,0.100806,0.947816,0.30246
20180507,task-rest_acq-p2Xs4X35mm_bold.json,272.0972900390625,0.0209002,37987,233.584,syngo_MR_E11,v1.0.20171215 (OpenJPEG build) GCC6.3.0,2,4146,-7690,-7516,338,-73,-142,-62,75,0.994142,-0.107872,0.00670429,0.100806,0.947816,0.30246
20180514,task-rest_acq-p2_bold.json,251.5043487548828,0.0554807,32052,237.643,syngo_MR_E11,v1.0.20171215 (OpenJPEG build) GCC6.3.0,2,4145,-7693,-7508,352,-31,-174,-53,50,0.988368,0.151674,0.0111088,-0.147889,0.941533,0.302727
20180514,task-rest_acq-p2Xs4X35mm_bold.json,249.792724609375,0.0208624,32466,237.643,syngo_MR_E11,v1.0.20171215 (OpenJPEG build) GCC6.3.0,2,4145,-7694,-7507,348,-32,-173,-50,49,0.988368,0.151674,0.0111088,-0.147889,0.941533,0.302727
20180529,task-rest_acq-p2_bold.json,170.289306640625,0.0477064,58239,237.711,syngo_MR_E11,v1.0.20171215 (OpenJPEG build) GCC6.3.0,2,4146,-7696,-7524,320,-19,-381,44,43,0.974896,0.222446,0.00979729,-0.21488,0.92838,0.30321
20180529,task-rest_acq-p2Xs4X35mm_bold.json,212.71018981933594,0.017939,58654,237.711,syngo_MR_E11,v1.0.20171215 (OpenJPEG build) GCC6.3.0,2,4146,-7696,-7525,318,-20,-384,44,42,0.974896,0.222446,0.00979729,-0.21488,0.92838,0.30321
20180531,task-rest_acq-p22_bold.json,275.9015197753906,0.0554873,33283,235.255,syngo_MR_E11,v1.0.20171215 (OpenJPEG build) GCC6.3.0,2,4146,-7698,-7509,352,-18,-145,-59,58,0.986908,0.160858,0.011689,-0.157194,0.943145,0.292861
20180531,task-rest_acq-p2_bold.json,260.3621520996094,0.0554873,31720,235.255,syngo_MR_E11,v1.0.20171215 (OpenJPEG build) GCC6.3.0,2,4146,-7698,-7509,352,-18,-145,-59,58,0.986908,0.160858,0.011689,-0.157194,0.943145,0.292861
20180531,task-rest_acq-p2Xs4X35mm_bold.json,262.0689697265625,0.0208648,32134,235.255,syngo_MR_E11,v1.0.20171215 (OpenJPEG build) GCC6.3.0,2,4146,-7698,-7509,347,-20,-145,-56,58,0.986908,0.160858,0.011689,-0.157194,0.943145,0.292861
20180604,task-rest_acq-p2_bold.json,247.72499084472656,0.0553098,48207,233.526,syngo_MR_E11,v1.0.20171215 (OpenJPEG build) GCC6.3.0,2,4146,-7692,-7510,280,-67,-176,-65,71,0.997183,-0.0745998,0.00783375,0.0686805,0.950034,0.304497
20180604,task-rest_acq-p2Xs4X35mm_bold.json,261.30621337890625,0.0207981,48622,233.526,syngo_MR_E11,v1.0.20171215 (OpenJPEG build) GCC6.3.0,2,4146,-7692,-7510,277,-67,-181,-64,70,0.997183,-0.0745998,0.00783375,0.0686805,0.950034,0.304497
20180611,task-rest_acq-p2_bold.json,258.9164733886719,0.0554695,38219,235.423,syngo_MR_E11,v1.0.20171215 (OpenJPEG build) GCC6.3.0,2,4143,-7683,-7517,337,-49,-242,-83,56,0.988362,0.151881,0.00856186,-0.147359,0.941919,0.301784
20180611,task-rest_acq-p2Xs4X35mm_bold.json,254.61724853515625,0.0208582,38633,235.423,syngo_MR_E11,v1.0.20171215 (OpenJPEG build) GCC6.3.0,2,4143,-7684,-7517,332,-50,-247,-83,56,0.988362,0.151881,0.00856186,-0.147359,0.941919,0.301784
20180618,task-rest_acq-p2_bold.json,222.13917541503906,0.0555562,34884,236.93,syngo_MR_E11,v1.0.20171215 (OpenJPEG build) GCC6.3.0,2,4152,-7697,-7522,283,-71,-157,-108,139,0.981964,-0.188019,-0.019899,0.186254,0.943873,0.272786
20180618,task-rest_acq-p2Xs4X35mm_bold.json,242.9628448486328,0.0208908,35299,236.93,syngo_MR_E11,v1.0.20171215 (OpenJPEG build) GCC6.3.0,2,4152,-7696,-7522,282,-67,-164,-105,136,0.981964,-0.188019,-0.019899,0.186254,0.943873,0.272786
20180625,task-rest_acq-p2_bold.json,218.70623779296875,0.0553922,40384,234.779,syngo_MR_E11,v1.0.20171215 (OpenJPEG build) GCC6.3.0,2,4148,-7690,-7507,313,-84,-146,-72,85,0.986211,-0.165458,0.00333378,0.156553,0.939289,0.305332
20180625,task-rest_acq-p2Xs4X35mm_bold.json,236.21075439453125,0.0208291,40799,234.779,syngo_MR_E11,v1.0.20171215 (OpenJPEG build) GCC6.3.0,2,4148,-7690,-7508,314,-82,-153,-72,84,0.986211,-0.165458,0.00333378,0.156553,0.939289,0.305332
20180702,task-rest_acq-p2_bold.json,238.8401641845703,0.0557329,38490,235.951,syngo_MR_E11,v1.0.20171215 (OpenJPEG build) GCC6.3.0,2,4146,-7689,-7521,256,-93,-65,-93,105,0.992391,-0.123091,0.00304086,0.116404,0.945955,0.302686
20180702,task-rest_acq-p2Xs4X35mm_bold.json,267.85101318359375,0.0209572,38905,235.951,syngo_MR_E11,v1.0.20171215 (OpenJPEG build) GCC6.3.0,2,4146,-7689,-7522,257,-92,-72,-91,104,0.992391,-0.123091,0.00304086,0.116404,0.945955,0.302686
20180709,task-rest_acq-p2_bold.json,228.53573608398438,0.0555037,35378,234.563,syngo_MR_E11,v1.0.20171215 (OpenJPEG build) GCC6.3.0,2,4147,-7686,-7515,293,-88,-144,-84,89,0.986086,-0.166224,0.0020878,0.157769,0.939736,0.303322
20180709,task-rest_acq-p2Xs4X35mm_bold.json,250.2841339111328,0.020871,35793,234.563,syngo_MR_E11,v1.0.20171215 (OpenJPEG build) GCC6.3.0,2,4146,-7686,-7515,294,-86,-149,-84,88,0.986086,-0.166224,0.0020878,0.157769,0.939736,0.303322
20180723,task-rest_acq-p2_bold.json,262.7181701660156,0.0555671,32157,234.672,syngo_MR_E11,v1.0.20171215 (OpenJPEG build) GCC6.3.0,2,4144,-7698,-7513,301,-83,-115,-54,71,0.983041,0.183228,0.00754887,-0.176523,0.934308,0.309689
20180723,task-rest_acq-p2Xs4X35mm_bold.json,276.69805908203125,0.0208948,32572,234.672,syngo_MR_E11,v1.0.20171215 (OpenJPEG build) GCC6.3.0,2,4144,-7698,-7513,301,-82,-117,-51,70,0.983041,0.183228,0.00754887,-0.176523,0.934308,0.309689
20180730,task-rest_acq-p2_bold.json,232.2850799560547,0.0553956,47315,236.183,syngo_MR_E11,v1.0.20171215 (OpenJPEG build) GCC6.3.0,2,4147,-7688,-7508,293,-35,-243,-89,56,0.986644,0.1627,0.00790791,-0.156975,0.936716,0.312925
20180730,task-rest_acq-p2Xs4X35mm_bold.json,227.20755004882812,0.0208303,47729,236.183,syngo_MR_E11,v1.0.20171215 (OpenJPEG build) GCC6.3.0,2,4147,-7689,-7508,289,-38,-248,-88,57,0.986644,0.1627,0.00790791,-0.156975,0.936716,0.312925
20180809,task-rest_acq-p2_bold.json,263.76513671875,0.055573,45277,235.417,syngo_MR_E11,v1.0.20171215 (OpenJPEG build) GCC6.3.0,2,4141,-7688,-7519,260,-51,-104,-71,49,0.984607,0.174647,0.00694164,-0.168302,0.936622,0.307269
20180809,task-rest_acq-p2Xs4X35mm_bold.json,273.85089111328125,0.0208971,45692,235.417,syngo_MR_E11,v1.0.20171215 (OpenJPEG build) GCC6.3.0,2,4141,-7688,-7519,258,-53,-113,-71,50,0.984607,0.174647,0.00694164,-0.168302,0.936622,0.307269
20180813,task-rest_acq-p2_bold.json,220.12625122070312,0.0554328,33644,235.016,syngo_MR_E11,v1.0.20171215 (OpenJPEG build) GCC6.3.0,2,4147,-7696,-7507,331,-82,-133,-53,98,0.981973,-0.189016,0.00161119,0.179517,0.935227,0.305161
20180813,task-rest_acq-p2Xs4X35mm_bold.json,251.97293090820312,0.0208443,34058,235.016,syngo_MR_E11,v1.0.20171215 (OpenJPEG build) GCC6.3.0,2,4147,-7696,-7507,328,-82,-135,-51,96,0.981973,-0.189016,0.00161119,0.179517,0.935227,0.305161
20180820,task-rest_acq-p2_bold.json,269.91632080078125,0.0556122,45339,235.455,syngo_MR_E11,v1.0.20171215 (OpenJPEG build) GCC6.3.0,2,4147,-7690,-7515,319,-53,-124,-69,54,0.976925,0.213329,0.0103675,-0.206227,0.929548,0.305633
20180820,task-rest_acq-p2Xs4X35mm_bold.json,277.1561279296875,0.0209118,45754,235.455,syngo_MR_E11,v1.0.20171215 (OpenJPEG build) GCC6.3.0,2,4147,-7690,-7515,308,-52,-126,-71,54,0.976925,0.213329,0.0103675,-0.206227,0.929548,0.305633
20180827,task-rest_acq-p2_bold.json,244.19039916992188,0.0475492,40692,238.067,syngo_MR_E11,v1.0.20171215 (OpenJPEG build) GCC6.3.0,2,4139,-7674,-7513,261,38,-244,-98,25,0.97644,0.215236,0.0154484,-0.209687,0.929485,0.303463
20180827,task-rest_acq-p2Xs4X35mm_bold.json,259.94140625,0.0178799,41107,238.067,syngo_MR_E11,v1.0.20171215 (OpenJPEG build) GCC6.3.0,2,4139,-7674,-7514,262,34,-253,-98,26,0.97644,0.215236,0.0154484,-0.209687,0.929485,0.303463
20180904,task-rest_acq-p2_bold.json,210.394287109375,0.0554693,34908,233.861,syngo_MR_E11,v1.0.20171215 (OpenJPEG build) GCC6.3.0,2,4143,-7693,-7516,276,-54,-170,-59,81,0.991018,-0.133137,-0.012575,0.129414,0.931091,0.34106
20180904,task-rest_acq-p2Xs4X35mm_bold.json,233.226806640625,0.0208581,35323,233.861,syngo_MR_E11,v1.0.20171215 (OpenJPEG build) GCC6.3.0,2,4143,-7693,-7516,273,-54,-171,-58,79,0.991018,-0.133137,-0.012575,0.129414,0.931091,0.34106
20180910,task-rest_acq-p2_bold.json,250.1967010498047,0.0554162,44486,234.145,syngo_MR_E11,v1.0.20171215 (OpenJPEG build) GCC6.3.0,2,4144,-7690,-7507,328,-10,-162,-77,42,0.977067,0.212614,0.0116096,-0.2059,0.929504,0.305985
20180910,task-rest_acq-p2Xs4X35mm_bold.json,253.5938720703125,0.0208381,44900,234.145,syngo_MR_E11,v1.0.20171215 (OpenJPEG build) GCC6.3.0,2,4145,-7690,-7507,319,-15,-163,-77,43,0.977067,0.212614,0.0116096,-0.2059,0.929504,0.305985
